,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2100,39.0,technician,married,professional.course,no,yes,no,telephone,may,mon,101.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39298,66.0,retired,married,high.school,no,unknown,unknown,cellular,mar,tue,881.0,3,999.0,1.0,failure,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes
21135,41.0,technician,married,professional.course,no,no,no,cellular,aug,mon,341.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
12527,60.0,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,575.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36743,43.0,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,458.0,6,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
34018,41.0,services,married,high.school,no,yes,no,cellular,may,wed,314.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
40676,38.0,technician,single,professional.course,no,no,no,cellular,sep,thu,430.0,4,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
40193,49.0,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,253.0,3,15.0,1.0,success,-1.7,94.215,-40.3,0.87,4991.6,yes
37604,80.0,retired,married,high.school,no,no,no,telephone,aug,mon,199.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes
37011,53.0,admin.,married,high.school,no,no,no,cellular,jul,tue,964.0,1,999.0,1.0,failure,-2.9,92.469,-33.6,1.044,5076.2,yes
33601,42.0,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,256.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
21066,47.0,blue-collar,married,unknown,unknown,no,no,telephone,aug,thu,753.0,13,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
31863,32.0,admin.,married,university.degree,no,yes,yes,cellular,may,thu,178.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
30016,23.0,admin.,single,university.degree,no,no,yes,cellular,apr,wed,343.0,5,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31150,35.0,services,married,high.school,unknown,yes,no,cellular,may,wed,404.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
6911,35.0,housemaid,married,basic.4y,unknown,no,yes,telephone,may,thu,205.0,5,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
36363,31.0,blue-collar,single,basic.9y,no,yes,yes,cellular,jun,tue,103.0,1,3.0,2.0,success,-2.9,92.963,-40.8,1.262,5076.2,yes
31077,29.0,admin.,single,university.degree,no,yes,no,cellular,may,wed,215.0,3,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
24073,50.0,entrepreneur,married,university.degree,no,no,no,telephone,nov,tue,209.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,yes
24038,29.0,technician,single,professional.course,no,yes,no,telephone,oct,mon,150.0,1,999.0,0.0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,yes
39586,32.0,student,single,unknown,no,yes,no,cellular,may,wed,188.0,2,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,yes
37169,52.0,retired,divorced,university.degree,no,yes,yes,cellular,aug,thu,155.0,2,4.0,1.0,success,-2.9,92.201,-31.4,0.883,5076.2,yes
34389,25.0,services,single,high.school,no,no,no,cellular,may,thu,646.0,5,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
28467,34.0,admin.,single,university.degree,no,no,no,cellular,apr,tue,142.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
680,48.0,technician,married,basic.4y,unknown,no,no,telephone,may,tue,118.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33108,49.0,admin.,married,high.school,no,no,no,cellular,may,tue,97.0,3,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
30220,27.0,blue-collar,single,university.degree,no,yes,no,cellular,apr,thu,246.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
26143,33.0,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,wed,380.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
3733,54.0,services,divorced,high.school,unknown,yes,no,telephone,may,fri,216.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3197,39.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,231.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
4476,27.0,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,37.0,9,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40440,58.0,technician,married,basic.9y,no,yes,no,cellular,aug,mon,324.0,1,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
30050,34.0,unknown,married,basic.4y,no,yes,no,cellular,apr,thu,328.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
31189,43.0,management,married,university.degree,no,no,yes,cellular,may,wed,226.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
16136,32.0,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,59.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38141,43.0,services,married,basic.6y,no,no,no,cellular,sep,tue,159.0,1,999.0,1.0,failure,-3.4,92.379,-29.8,0.75,5017.5,yes
15694,28.0,admin.,single,high.school,no,yes,no,cellular,jul,mon,295.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
40394,41.0,admin.,divorced,high.school,no,unknown,unknown,cellular,aug,thu,272.0,1,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
40738,39.0,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,511.0,3,6.0,1.0,success,-1.1,94.199,-37.5,0.8759999999999999,4963.6,yes
12328,31.0,admin.,single,university.degree,no,yes,no,telephone,jul,fri,400.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
32413,35.0,technician,married,professional.course,no,yes,no,cellular,may,fri,226.0,5,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
29053,29.0,services,married,basic.6y,no,no,yes,cellular,apr,fri,754.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
4450,30.0,admin.,single,university.degree,no,no,no,telephone,may,tue,266.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30497,53.0,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,367.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
15980,36.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,445.0,4,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33152,34.0,technician,single,university.degree,no,no,no,cellular,may,tue,882.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
6433,52.0,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,938.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
40980,29.0,admin.,single,university.degree,no,yes,no,cellular,oct,mon,526.0,1,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,yes
38170,29.0,admin.,single,university.degree,no,yes,no,cellular,oct,thu,99.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,no
1119,35.0,admin.,married,university.degree,no,no,no,telephone,may,wed,41.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40460,31.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,317.0,2,999.0,1.0,failure,-1.7,94.027,-38.3,0.904,4991.6,yes
30194,48.0,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,294.0,2,2.0,1.0,success,-1.8,93.075,-47.1,1.365,5099.1,yes
25527,32.0,technician,married,professional.course,no,yes,yes,cellular,nov,wed,1554.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
20957,30.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,165.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36421,46.0,unemployed,married,basic.9y,no,yes,yes,cellular,jun,tue,1210.0,4,999.0,1.0,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
41160,33.0,admin.,married,university.degree,no,no,no,cellular,nov,tue,843.0,1,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,yes
36097,25.0,admin.,single,university.degree,no,yes,yes,cellular,may,tue,82.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
19826,57.0,technician,married,high.school,unknown,no,no,cellular,aug,fri,784.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
30853,44.0,entrepreneur,married,basic.4y,no,yes,no,cellular,may,tue,955.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
18267,43.0,technician,divorced,professional.course,unknown,yes,yes,cellular,jul,wed,180.0,7,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
14932,23.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,240.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
38766,40.0,admin.,married,university.degree,no,no,no,cellular,nov,thu,96.0,1,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
21706,52.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,329.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34334,33.0,services,single,high.school,no,yes,no,cellular,may,thu,201.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
19018,52.0,technician,divorced,university.degree,no,no,yes,cellular,aug,tue,794.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
37880,38.0,admin.,married,high.school,no,yes,no,cellular,aug,mon,470.0,1,6.0,2.0,failure,-2.9,92.201,-31.4,0.821,5076.2,yes
38422,54.0,unemployed,married,basic.9y,no,yes,no,cellular,oct,wed,200.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,yes
40305,27.0,services,single,high.school,no,no,no,cellular,jul,fri,700.0,5,6.0,2.0,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
20036,29.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,716.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
16430,55.0,retired,married,basic.4y,no,no,no,cellular,jul,wed,761.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
41113,34.0,technician,married,unknown,no,no,no,cellular,nov,tue,206.0,1,6.0,2.0,success,-1.1,94.767,-50.8,1.046,4963.6,yes
41077,45.0,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,449.0,2,5.0,3.0,success,-1.1,94.767,-50.8,1.05,4963.6,yes
8404,43.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,220.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
25469,44.0,services,single,high.school,no,no,no,cellular,nov,wed,305.0,4,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2349,34.0,admin.,married,university.degree,no,no,no,telephone,may,tue,373.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
6032,43.0,management,married,basic.4y,no,yes,no,telephone,may,tue,224.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
23486,48.0,technician,married,university.degree,no,no,no,cellular,aug,thu,52.0,6,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
39975,76.0,retired,married,professional.course,unknown,yes,no,cellular,jun,tue,295.0,1,9.0,2.0,success,-1.7,94.055,-39.8,0.7609999999999999,4991.6,yes
12072,51.0,services,married,high.school,no,unknown,unknown,telephone,jun,fri,133.0,5,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
10076,28.0,management,single,university.degree,no,no,no,telephone,jun,thu,651.0,5,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
23218,57.0,technician,single,professional.course,no,yes,yes,cellular,aug,tue,218.0,4,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36182,32.0,services,married,high.school,no,yes,no,telephone,may,wed,628.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
30204,40.0,self-employed,married,university.degree,no,no,no,cellular,apr,thu,187.0,10,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
37395,26.0,student,single,basic.9y,no,no,no,telephone,aug,wed,449.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes
33760,34.0,blue-collar,married,high.school,no,no,no,cellular,may,wed,590.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
9192,58.0,services,married,high.school,unknown,yes,yes,telephone,jun,fri,136.0,13,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39150,35.0,services,single,high.school,no,yes,no,telephone,mar,tue,187.0,3,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes
40774,31.0,services,single,high.school,no,yes,no,cellular,sep,fri,336.0,2,6.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
37580,31.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,880.0,3,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8690000000000001,5076.2,yes
24792,41.0,entrepreneur,married,university.degree,no,yes,no,cellular,nov,tue,854.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
35895,37.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,685.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
37385,27.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,429.0,2,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes
2127,57.0,retired,single,high.school,no,no,no,telephone,may,mon,53.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31431,28.0,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,549.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
3907,30.0,services,married,high.school,no,yes,no,telephone,may,mon,92.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
9255,51.0,admin.,married,high.school,no,no,no,telephone,jun,fri,308.0,4,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
17149,45.0,admin.,married,high.school,no,yes,no,cellular,jul,fri,172.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25497,31.0,unemployed,single,professional.course,no,yes,no,cellular,nov,wed,192.0,1,0.0,1.0,success,-0.1,93.2,-42.0,4.12,5195.8,no
16775,35.0,management,single,university.degree,unknown,yes,no,cellular,jul,thu,211.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39194,41.0,admin.,divorced,university.degree,no,no,no,cellular,mar,fri,319.0,1,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
13494,51.0,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,901.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
32500,25.0,admin.,single,high.school,no,no,no,cellular,may,fri,682.0,3,999.0,1.0,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,yes
4002,31.0,self-employed,married,university.degree,no,no,yes,telephone,may,mon,179.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
41115,42.0,services,divorced,university.degree,no,unknown,unknown,cellular,nov,tue,262.0,1,999.0,1.0,failure,-1.1,94.767,-50.8,1.046,4963.6,yes
4652,42.0,admin.,single,university.degree,no,yes,yes,telephone,may,wed,938.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,yes
1819,44.0,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,fri,665.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
23620,57.0,management,married,university.degree,no,yes,no,cellular,aug,thu,203.0,17,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
911,40.0,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,227.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31722,35.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,282.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.327,5099.1,no
39170,36.0,management,married,university.degree,no,no,no,cellular,mar,thu,148.0,1,999.0,2.0,failure,-1.8,93.369,-34.8,0.654,5008.7,yes
22086,45.0,blue-collar,married,high.school,no,no,no,cellular,aug,wed,44.0,6,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34098,36.0,services,single,high.school,no,yes,no,cellular,may,wed,66.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
40172,31.0,admin.,single,university.degree,no,yes,no,cellular,jul,fri,815.0,2,13.0,2.0,success,-1.7,94.215,-40.3,0.861,4991.6,yes
11752,42.0,entrepreneur,married,professional.course,no,yes,no,telephone,jun,fri,291.0,5,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
38057,31.0,admin.,single,high.school,no,yes,no,cellular,sep,fri,210.0,1,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,yes
33916,34.0,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,716.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
37522,33.0,services,married,high.school,no,no,no,cellular,aug,thu,738.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
25539,29.0,blue-collar,married,basic.4y,no,no,yes,cellular,nov,wed,441.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
36408,26.0,admin.,married,high.school,no,yes,yes,cellular,jun,tue,142.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
35128,34.0,admin.,single,high.school,no,yes,no,cellular,may,fri,217.0,6,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,no
39043,85.0,retired,divorced,basic.4y,unknown,yes,no,telephone,dec,tue,150.0,1,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,no
36722,36.0,technician,single,professional.course,no,yes,no,cellular,jun,fri,126.0,2,3.0,1.0,success,-2.9,92.963,-40.8,1.268,5076.2,yes
23625,54.0,management,married,university.degree,no,no,no,cellular,aug,thu,11.0,21,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
39120,34.0,admin.,married,university.degree,no,no,yes,cellular,dec,tue,196.0,2,6.0,2.0,success,-3.0,92.713,-33.0,0.7070000000000001,5023.5,yes
38016,58.0,retired,married,basic.4y,no,no,no,cellular,sep,wed,394.0,1,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.7809999999999999,5017.5,yes
12885,30.0,technician,single,professional.course,no,no,no,cellular,jul,tue,163.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37126,47.0,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,185.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes
8083,56.0,services,married,basic.4y,unknown,no,no,telephone,jun,mon,746.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
13910,32.0,admin.,single,university.degree,no,no,no,cellular,jul,fri,306.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39044,59.0,retired,married,professional.course,no,no,no,telephone,dec,tue,476.0,1,999.0,1.0,failure,-3.0,92.713,-33.0,0.715,5023.5,yes
14235,26.0,student,single,university.degree,no,yes,no,cellular,jul,mon,134.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13994,42.0,technician,divorced,university.degree,no,yes,no,cellular,jul,fri,249.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38021,46.0,admin.,married,high.school,no,yes,no,cellular,sep,wed,408.0,1,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.7809999999999999,5017.5,yes
22300,31.0,technician,single,professional.course,no,no,no,cellular,aug,thu,511.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37163,37.0,technician,married,professional.course,no,no,no,cellular,aug,wed,157.0,3,4.0,2.0,success,-2.9,92.201,-31.4,0.884,5076.2,yes
27831,28.0,self-employed,single,university.degree,no,no,no,cellular,mar,fri,114.0,1,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,no
14338,47.0,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,mon,298.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39676,76.0,retired,married,basic.4y,no,yes,no,cellular,may,fri,1205.0,2,6.0,2.0,success,-1.8,93.876,-40.0,0.684,5008.7,yes
7829,50.0,services,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,168.0,4,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
32300,42.0,admin.,divorced,university.degree,no,no,no,cellular,may,fri,308.0,3,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,yes
26265,29.0,student,single,high.school,no,yes,no,cellular,nov,thu,670.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
27697,35.0,admin.,married,university.degree,no,yes,no,cellular,mar,mon,378.0,4,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,yes
34013,39.0,technician,single,professional.course,no,yes,no,cellular,may,wed,115.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31256,34.0,admin.,single,university.degree,no,yes,no,cellular,may,wed,265.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
36222,37.0,entrepreneur,divorced,university.degree,no,yes,yes,telephone,may,thu,71.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
25364,43.0,blue-collar,married,basic.4y,unknown,yes,yes,telephone,nov,tue,249.0,3,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
24054,33.0,admin.,married,university.degree,no,no,no,telephone,oct,wed,167.0,1,999.0,0.0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,no
41026,65.0,retired,married,high.school,no,yes,yes,cellular,oct,fri,344.0,2,12.0,1.0,success,-1.1,94.601,-49.5,1.029,4963.6,yes
38685,54.0,admin.,married,university.degree,no,yes,no,cellular,nov,fri,455.0,2,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
12565,37.0,management,married,high.school,no,yes,no,cellular,jul,mon,599.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
36959,46.0,admin.,single,university.degree,no,yes,no,cellular,jul,thu,309.0,1,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
12165,52.0,technician,married,professional.course,unknown,no,no,telephone,jul,tue,304.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
20567,31.0,technician,single,university.degree,no,no,no,cellular,aug,tue,409.0,7,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
37031,23.0,student,single,high.school,no,no,no,cellular,jul,tue,370.0,1,999.0,1.0,failure,-2.9,92.469,-33.6,1.044,5076.2,yes
37291,35.0,admin.,married,high.school,no,no,no,cellular,aug,mon,155.0,1,4.0,1.0,success,-2.9,92.201,-31.4,0.884,5076.2,no
4075,27.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,147.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
25369,39.0,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,741.0,4,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
40293,50.0,housemaid,married,basic.6y,no,no,no,cellular,jul,thu,349.0,3,6.0,2.0,success,-1.7,94.215,-40.3,0.899,4991.6,yes
31241,31.0,services,married,high.school,no,yes,no,cellular,may,wed,611.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,yes
13460,27.0,admin.,single,university.degree,no,no,no,cellular,jul,wed,919.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
40103,24.0,admin.,single,high.school,no,no,no,cellular,jul,mon,452.0,1,14.0,1.0,success,-1.7,94.215,-40.3,0.8270000000000001,4991.6,yes
19645,57.0,technician,married,high.school,no,no,no,cellular,aug,thu,1230.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
12345,34.0,technician,single,professional.course,unknown,yes,no,telephone,jul,fri,225.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
34903,35.0,blue-collar,divorced,basic.9y,no,no,no,cellular,may,fri,409.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
34071,30.0,technician,married,basic.9y,no,no,no,cellular,may,wed,226.0,4,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
40715,39.0,management,married,university.degree,no,yes,yes,cellular,sep,tue,358.0,2,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,yes
20214,35.0,technician,married,professional.course,no,yes,no,cellular,aug,mon,163.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
16506,40.0,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,639.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36004,34.0,admin.,married,university.degree,no,no,no,cellular,may,tue,111.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
28132,53.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,583.0,2,999.0,1.0,failure,-1.8,93.075,-47.1,1.466,5099.1,yes
20716,34.0,technician,single,university.degree,no,no,no,cellular,aug,wed,62.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
13119,37.0,management,single,university.degree,no,yes,no,cellular,jul,wed,158.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9476,47.0,entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,82.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
562,41.0,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,260.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
